ACCT_CURR_AMOUNT,ORIG_CURR_CD,TRANSACTION_TYPE_DESC,TRANSACTION_TYPE_CATEGORY,ACCOUNT_KEY,ORIGINATOR_NAME,EXECUTION_LOCAL_DATE_TIME,FOREIGN_COUNTRY_CD
110050,USD,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_89272214218262369322_T2,DELLUCCI AMERICAN STUDIO S.R.L.,25-DEC-12 12.00.00.000000000 AM,CH
50000000,USD,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_39142272441132935123_T2,KITTY USER LIMITED,25-DEC-12 12.00.00.000000000 AM,CH
100000,CAD,Card local currency ATM withdrawals,TRANSACTIONS,GBP_00796887893954332945_T2,MATTHEW METCALFE ESSENTIALS,25-DEC-12 12.00.00.000000000 AM,CH
121000,CHF,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_48132457952040762486_T2,DANIEL MAURER,26-DEC-12 12.00.00.000000000 AM,EU
110050,CHF,Card local currency ATM withdrawals,TRANSACTIONS,GBP_61594267466773660778_T2,DANIEL MAURER,26-DEC-12 12.00.00.000000000 AM,MX
7500,CHF,Local currency monetary instrument deposits,TRANSACTIONS,GBP_78398131478242644619_T2,IHEART KIDS,26-DEC-12 01.18.19.000000000 AM,US
100000,EUR,Card local currency ATM withdrawals,TRANSACTIONS,GBP_33782155654502003492_T2,KITTY USER LIMITED,26-DEC-12 12.00.00.000000000 AM,CH
8111,MXN,Local currency monetary instrument withdrawals,TRANSACTIONS,GBP_68742523801166296666_T2,DANIEL MAURER,26-DEC-12 11.55.00.000000000 AM,CA
9080,USD,Local currency monetary instrument deposits,TRANSACTIONS,GBP_18872761590006993113_T2,CYBER WOOD LIMITED,26-DEC-12 01.18.19.000000000 AM,CH
250500,CHF,Card repayment by local currency cash,TRANSACTIONS,GBP_58459498973410939031_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Foreign currency personal check deposits,TRANSACTIONS,GBP_70332701754350035406_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
250500,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_66666443642169234714_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,EU
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_24465402366500770610_T2,CYBER WOOD LIMITED,27-DEC-12 12.00.00.000000000 AM,MX
250500,MXN,Card repayment by local currency cash,TRANSACTIONS,GBP_49803107659762323729_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,US
5000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_72545230141043177812_T2,DENEEN SOUTH TRUST,27-DEC-12 12.00.00.000000000 AM,CH
3000,CAD,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_95282272096263717770_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CA
250500,EUR,Card repayment by local currency cash,TRANSACTIONS,GBP_23944088451451642816_T2,CYBER WOOD LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
250500,EUR,Local currency personal check withdrawals,TRANSACTIONS,GBP_24465402366500770610_T2,CYBER WOOD LIMITED,27-DEC-12 12.00.00.000000000 AM,CA
250500,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_36790153665884491479_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_66425434075832353288_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
250500,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_66425434075832353288_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_57810821910223570751_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,EU
50000,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_38564113900323653867_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,MX
250500,CAD,Foreign currency cash deposit,TRANSACTIONS,GBP_27680488197677015987_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,US
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_57095056849998283040_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by local currency cash,TRANSACTIONS,GBP_02887569966013649640_T2,MATTHEW METCALFE ESSENTIALS,27-DEC-12 12.00.00.000000000 AM,CA
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_34526937983721996262_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
250500,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_72545230141043177812_T2,DENEEN SOUTH TRUST,27-DEC-12 12.00.00.000000000 AM,CH
250500,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_08600472325981718099_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Card repayment by local currency cash,TRANSACTIONS,GBP_62942328805712437569_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,EU
10000,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_61439064677376811146_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,MX
250500,USD,Card repayment by local currency cash,TRANSACTIONS,GBP_59162293015861647296_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,US
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_81994127960570249384_T2,KLAUDIA FREYTAG TRUST,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by local currency cash,TRANSACTIONS,GBP_87291839887607559530_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CA
250500,MXN,Card repayment by local currency cash,TRANSACTIONS,GBP_82084923821689253642_T2,KLAUDIA FREYTAG TRUST,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,GBP_41296024082757861854_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
250500,CAD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_24722094190594830220_T2,SHI HSIAO,27-DEC-12 12.00.00.000000000 AM,CH
250500,EUR,Card repayment by foreign currency cash,TRANSACTIONS,GBP_34526937983721996262_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,EU
250500,EUR,Card repayment by foreign currency cash,TRANSACTIONS,GBP_56229040707696019858_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,MX
250500,EUR,Card repayment by foreign currency cash,TRANSACTIONS,GBP_50525217618607664639_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,US
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,CAD_83207917251081386622_T2,Name,27-DEC-12 12.00.00.000000000 AM,CH
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,JPY_27565227491380207292_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CA
50000,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_50585293171190541852_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
50000,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_96956212997179522256_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CA
50000,CAD,Local currency cash withdrawals,TRANSACTIONS,GBP_56128692605154562671_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,GBP_17636434213560399426_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,GBP_96963422676137279474_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,GBP_23739627388209818729_T2,CYBER WOOD LIMITED,27-DEC-12 12.00.00.000000000 AM,EU
250500,EUR,Card repayment by foreign currency cash,TRANSACTIONS,GBP_09634302197171852184_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,MX
250500,MXN,Card repayment by foreign currency cash,TRANSACTIONS,GBP_42707678505100135709_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,US
50000,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_81923902692179494273_T2,PEARSON COR COAST LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_59044694397202808568_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CA
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_81360259868995052136_T2,PEARSON COR COAST LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_26340092809671411567_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,GBP_97683000794832831829_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CH
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_95060830642724830753_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,EU
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_78396208427647375846_T2,IHEART KIDS,27-DEC-12 12.00.00.000000000 AM,MX
50000,CAD,Local currency cash withdrawals,TRANSACTIONS,GBP_98429467832836394516_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,US
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_21146642145565729139_T2,CYBER WOOD LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_26165335428988240129_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CA
50000000,EUR,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_99634438040908514948_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CH
15000,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_54851799516912889838_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
50000,MXN,Foreign currency personal check deposits,TRANSACTIONS,GBP_27140272134824240497_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
50000,USD,Local currency personal check deposits,TRANSACTIONS,GBP_50983091674633071646_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,EU
50000,USD,Local currency personal check deposits,TRANSACTIONS,GBP_40477568756957353842_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,MX
50000,CAD,Local currency personal check deposits,TRANSACTIONS,GBP_40633152720340346831_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,US
2000000,CHF,Local currency personal check deposits,TRANSACTIONS,GBP_53278539242540413089_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_28949154900212781946_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CA
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_42466017624153217559_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_81289992175028450485_T2,PEARSON COR COAST LIMITED,27-DEC-12 12.00.00.000000000 AM,CA
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_91682833594959844193_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CH
50000,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_85673285799927065488_T2,KLAUDIA FREYTAG TRUST,27-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_32776921467336083206_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_76481078852929459041_T2,IHEART KIDS,27-DEC-12 12.00.00.000000000 AM,EU
500000,MXN,Loan repayment by local currency cash,TRANSACTIONS,USD_49535317045945056235_T2,EMILY JOHN,27-DEC-12 12.00.00.000000000 AM,MX
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,CAD_89144936420835278215_T2,Name,27-DEC-12 12.00.00.000000000 AM,US
500000,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_26165335428988240129_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_09634302197171852184_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CA
500000,CAD,Loan repayment by local currency cash,TRANSACTIONS,GBP_99760621345368526950_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CH
500000,EUR,Loan repayment by local currency cash,TRANSACTIONS,GBP_17941558558965511438_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CH
500000,EUR,Loan repayment by local currency cash,TRANSACTIONS,GBP_65231566543386289837_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
500000,EUR,Loan repayment by local currency cash,TRANSACTIONS,GBP_96590931567216858174_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,EU
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_84854865004213024793_T2,KLAUDIA FREYTAG TRUST,27-DEC-12 12.00.00.000000000 AM,MX
500000,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_50307257941970004519_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,US
500000,USD,Loan repayment by local currency cash,TRANSACTIONS,EUR_50117251111835232242_T2,BIRD BB LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
500000,USD,Loan repayment by local currency cash,TRANSACTIONS,GBP_02301780082181431700_T2,MATTHEW METCALFE ESSENTIALS,27-DEC-12 12.00.00.000000000 AM,CA
500000,CAD,Loan repayment by local currency cash,TRANSACTIONS,GBP_87291839887607559530_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_09958782888598728350_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by local currency cash,TRANSACTIONS,GBP_54851799516912889838_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by local currency cash,TRANSACTIONS,GBP_95985087076317965028_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,EU
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_37906280822089418452_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,MX
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_14270150767571581432_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,US
250500,USD,Card repayment by local currency cash,TRANSACTIONS,GBP_36245021549998792549_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_77598382721949856917_T2,IHEART KIDS,27-DEC-12 12.00.00.000000000 AM,CA
50000,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_22781665992085346523_T2,CYBER WOOD LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_41355773850851777117_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CA
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,EUR_78278007764493651276_T2,MATTHEW METCALFE ESSENTIALS,27-DEC-12 12.00.00.000000000 AM,CH
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_99997825255278574318_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_78804020697258430733_T2,IHEART KIDS,27-DEC-12 12.00.00.000000000 AM,CH
250500,CAD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_12181270984957587508_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,EU
250500,EUR,Card repayment by foreign currency cash,TRANSACTIONS,GBP_57377706827659044752_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,MX
250500,EUR,Card repayment by foreign currency cash,TRANSACTIONS,USD_34695101437637104326_T2,EMILY JOHN,27-DEC-12 12.00.00.000000000 AM,US
250500,EUR,Card repayment by foreign currency cash,TRANSACTIONS,GBP_77270709368508786798_T2,IHEART KIDS,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,GBP_57095056849998283040_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CA
250500,MXN,Card repayment by foreign currency cash,TRANSACTIONS,GBP_13173081153909711647_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_16983413792137985497_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_21146642145565729139_T2,CYBER WOOD LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
250500,CAD,Card repayment by foreign currency cash,TRANSACTIONS,AUD_97776902648109805396_T2,Name,27-DEC-12 12.00.00.000000000 AM,EU
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,EUR_22773816090357805577_T2,Name,27-DEC-12 12.00.00.000000000 AM,MX
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,GBP_58704541645242000248_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,US
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,GBP_48132457952040762486_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_54679343126032544853_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CA
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_71955574710605759816_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
50000,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_16983413792137985497_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_60878425584578170518_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
50000,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_97585606327551491100_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,EU
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_73777753994515414162_T2,DENEEN SOUTH TRUST,27-DEC-12 12.00.00.000000000 AM,MX
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_57558023337235768078_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,US
1000,MXN,Local currency monetary instrument withdrawals,TRANSACTIONS,GBP_38630569456206744781_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_97151794601358302043_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CA
50000,CAD,Local currency cash withdrawals,TRANSACTIONS,GBP_02122577010343625470_T2,MATTHEW METCALFE ESSENTIALS,27-DEC-12 12.00.00.000000000 AM,CH
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_16852693398052964611_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CA
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_76465524875971069361_T2,IHEART KIDS,27-DEC-12 12.00.00.000000000 AM,CH
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_81289992175028450485_T2,PEARSON COR COAST LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_13936690650172575760_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CH
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_84854865004213024793_T2,KLAUDIA FREYTAG TRUST,27-DEC-12 12.00.00.000000000 AM,EU
50000,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_69346473101041634058_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,MX
50000,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_96956212997179522256_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,US
121000,CAD,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_70332701754350035406_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
6000,CHF,Card local currency ATM withdrawals,TRANSACTIONS,GBP_44716336303198977220_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CA
3000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_42466017624153217559_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,CHF_45780606664608482055_T2,Name,27-DEC-12 12.00.00.000000000 AM,CH
250500,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_97683000794832831829_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CH
8500,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_84355061292239488806_T2,KLAUDIA FREYTAG TRUST,27-DEC-12 12.00.00.000000000 AM,EU
50000,USD,Card repayment by local currency cash,TRANSACTIONS,GBP_69346473101041634058_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,MX
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_76611316885919005619_T2,IHEART KIDS,27-DEC-12 12.00.00.000000000 AM,US
16000,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_01473755082017731398_T2,MATTHEW METCALFE ESSENTIALS,27-DEC-12 12.00.00.000000000 AM,CH
5000,MXN,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_82536479464384577429_T2,KLAUDIA FREYTAG TRUST,27-DEC-12 12.00.00.000000000 AM,CA
8000,CHF,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_59948792933386467296_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
10000,MXN,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_93769769308031936541_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CH
10000,CHF,Card local currency ATM withdrawals,TRANSACTIONS,GBP_12479013430864472959_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CH
50330,CAD,Loan repayment by local currency cash,TRANSACTIONS,GBP_98868476680931524282_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,EU
5000,EUR,Card local currency ATM withdrawals,TRANSACTIONS,GBP_41237712757191757510_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,MX
10000,EUR,Local currency cash withdrawals,TRANSACTIONS,EUR_83532322821844931493_T2,MATTHEW METCALFE ESSENTIALS,27-DEC-12 12.00.00.000000000 AM,US
50000,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_38508777944299890402_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
11160,CHF,Local currency personal check deposits,TRANSACTIONS,GBP_34526937983721996262_T2,KITTY USER LIMITED,27-DEC-12 11.34.32.000000000 PM,CA
9750,MXN,Travelers check deposits,TRANSACTIONS,GBP_57558023337235768078_T2,DANIEL MAURER,27-DEC-12 01.18.19.000000000 AM,CH
8293,USD,Foreign currency monetary instrument withdrawals,TRANSACTIONS,GBP_73796714232581436325_T2,DENEEN SOUTH TRUST,27-DEC-12 02.16.00.000000000 PM,CA
10923.1,USD,Local currency cash withdrawals,TRANSACTIONS,USD_14014982046745644893_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 10.00.00.000000000 PM,CH
20000,CAD,Local currency cash deposit,TRANSACTIONS,GBP_36245021549998792549_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
10000,CHF,Local currency cash deposit,TRANSACTIONS,GBP_99760621345368526950_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_59418131063999162405_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,EU
